Genesis 1:1	Mwanzo hapo, Mungu aliumba mbingu na dunia.
Genesis 41:17	Kisha, farao akaambia Yusufu kwamba, “Katika ndoto yangu, niliota kwamba, nimesimama pembeni ya mto wa Naili.
Genesis 41:18	Nikaona ngʼombe wanene saba wazuri wakitoka mtoni, wakawa wanachunga kwenye nyasi.
Genesis 41:19	Ndipo, walitoka ngʼombe wengine saba wadhaifu, wabaya ambao walikuwa wamekonda sana. Katika nchi yote ya Misri, sijawahi kuona ngʼombe dhaifu kama hao.
Genesis 41:20	Ndipo ngʼombe saba wabaya ambao wamekonda, wakala ngʼombe wanene saba ambao walijitokea kwanza.
Genesis 41:21	Lakini, ambapo walimaliza kula, hakuna mtu ambaye anaweza kujua kwamba wamekula, kwa kuwa wakabakia wamekonda kama mwanzoni. Hapo nikazinduka kutoka usingizini.
Genesis 41:22	“Kisha, nikaota ndoto nyingine. Katika ndoto hiyo, nikaona masuke mazuri saba ambayo yamejaa ngano, yakichipuka katika bua moja.
Genesis 41:23	Kisha nikaona masuke mengine saba membamba matupu, ambayo yamekaushwa na upepo mkali wa kutokea jangwani.
Genesis 41:24	Masuke membamba saba hayo, yakala masuke mazuri saba. Basi, niliambia waganga juu ya ndoto hizo, lakini hakuna mtu ambaye aliweza kunitafsiria maana yake.”
Genesis 41:25	Ndipo Yusufu akaambia farao kwamba, “Ndoto zako zote mbili, maana yake ni mmoja. Mungu amekuonyesha mambo ambayo atafanya hivi karibuni.
Genesis 41:26	Ngʼombe saba wanene, ni miaka saba. Na masuke saba mazuri, ni miaka saba. Ndoto hizo zote, maana yake ni mmoja.
Genesis 41:27	Ngʼombe saba wabaya ambao wamekonda, ambao walifuata ngʼombe wanene hao, ni miaka saba ya njaa. Na masuke saba matupu ambayo yalikaushwa na upepo wa kutokea mashariki, ni miaka saba ya njaa.
Genesis 41:28	“Kama ambavyo nilikuambia, farao, Mungu amekuonyesha mambo ambayo atafanya hivi karibuni.
Genesis 41:29	Itakuwepo miaka saba ya shibe katika nchi yote ya Misri.
Genesis 41:30	Kisha, itakuja miaka mingine saba ya njaa, na shibe hiyo yote itasahauliwa. Njaa hiyo itaharibu nchi yote.
Genesis 41:31	Watu hawatakumbuka miaka ya shibe hiyo, kutokana na njaa kali sana ambayo itafuata nchini humo.
Genesis 41:32	Ndoto yako hiyo, ilikujia mara mbili hivyo, kukuonyesha kwamba, Mungu ameamua mambo hayo, na atayafanya hivi karibuni.
Genesis 41:33	“Sasa Farao, unatakiwa ujitafutie mtu wa hekima na busara, umpe jukumu la kusimamia nchi yote ya Misri.
Genesis 41:34	Tena, uchague wasimamizi wengine katika nchi yote, uwatume wakusanye fungu la tano ya mavuno yote ya Misri. Ufanye hivyo kwa muda wote wa miaka saba ya shibe.
Genesis 41:35	Wasimamizi hao, wakusanye mavuno yote kwa miaka saba ya shibe. Wakusanye nafaka nyingi katika kila mji, waitunze yote vizuri chini ya mamlaka yako.
Genesis 41:36	Nafaka hiyo, itakuwa hazina ya nchi ya Misri kwa miaka saba ya njaa ambayo inakuja, ili nchi isije kuangamia kwa njaa.”
Genesis 41:37	Basi, maneno ya Yusufu yalikubaliwa na farao na viongozi wake wote.
Genesis 41:38	Farao akauliza viongozi wake kwamba, “Huyu mtu ana roho ya Mungu. Wapi tutapata mtu mwingine kama huyu?”
Genesis 41:39	Ndipo farao akaambia Yusufu kwamba, “Mungu ndiye alikuonyesha mambo hayo yote, na hakuna mtu mwingine wa hekima na busara kama wewe.
Genesis 41:40	Kwa hiyo basi, wewe utakuwa msimamizi wa nyumba yangu ya kifalme, na watu wote wa nchi yangu watakuwa wanakutii. Ni mimi peke yangu, nitakuwa mkuu wako, kwa sababu mimi ndiye mfalme wa nchi.”
Genesis 41:41	Kisha farao akaambia Yusufu kwamba, “Sasa, ninakufanya uwe mtawala wa nchi yote ya Misri.”
Genesis 41:42	Ndipo akavua pete yake ya muhuri katika kidole, akamvalisha Yusufu. Tena, akamvalisha nguo nzuri za gharama kubwa, pamoja na mkufu wa dhahabu shingoni.
Genesis 41:43	Akampandisha katika mkokoteni wake wa pili wa farasi, na walinzi wakatangulia mbele ya Yusufu huku wakipiga kelele kwamba, “Mpige magoti!” Ndivyo farao alimweka Yusufu awe mtawala wa nchi yote ya Misri.
Genesis 41:44	Ndipo akaambia Yusufu kwamba, “Mimi ndimi farao, lakini nikuambie kwamba, katika nchi ya Misri hii yote, mtu yeyote asifanye jambo lolote bila wewe kumruhusu.”
Genesis 41:45	Farao akampa Yusufu jina la Kimisri, Safenath-Panea. Pia, akamwozesha Asenati, binti wa Potifera, ambaye alikuwa kuhani wa mji wa Oni. Yusufu akaanza kutembelea nchi yote ya Misri.
Genesis 41:46	Wakati ambao Yusufu alianza kumfanyia kazi farao, mfalme wa Misri, alikuwa na miaka thelathini. Akatoka katika nyumba ya farao, akaenda kuchungulia nchi yote ya Misri.
Genesis 41:47	Kwa miaka saba hiyo ya shibe, mashamba ya Misri yakatoa mavuno mengi sana.
Genesis 41:48	Hivyo, Yusufu akawa anakusanya chakula katika miji yote ya Misri kwa muda wa miaka saba ya shibe. Akatunza chakula cha mashamba ambayo yako karibu na kila mji.
Genesis 41:49	Yusufu akatunza nafaka nyingi, ilikuwa kama mchanga wa bahari. Nafaka ilikuwa nyingi sana, akaacha kuihesabu, kwa kuwa kiwango chake kilikuwa kimepitiliza.
Genesis 41:50	Ambapo muda wa njaa ulikuwa haujaja, Asenati, binti wa Potifera, ambaye alikuwa kuhani wa mji wa Oni, akamzalia Yusufu watoto wawili wa kiume.
Genesis 41:51	Mtoto wake wa kwanza, Yusufu akampa jina Manase, akasema kwamba, “Mungu amefanya kwamba nisahau mateso yangu yote na ndugu zangu ambao wanaishi kwa baba.”
Genesis 41:52	Mtoto wake wa pili, akampa jina Efraimu, akasema kwamba, “Mungu amemaliza kunipa wazawa katika nchi ya mateso yangu.”
Genesis 41:53	Mwishowe, miaka saba ya shibe katika nchi ya Misri ikapita.
Genesis 41:54	Ndipo ikaanza miaka saba ya njaa, kama ambavyo Yusufu alikuwa amesema. Ikawepo njaa katika nchi zote zingine, lakini nchi yote ya Misri ilikuwa na chakula.
Genesis 41:55	Ambapo muda ulifika kwamba watu wa Misri walianza kupata njaa, wakamlilia farao ili awape chakula. Farao akaambia Wamisri wote kwamba, “Mwende kwa Yusufu. Chochote ambacho atawaambia, mfanye.”
Genesis 41:56	Njaa ikawa kali, ikaenea katika nchi yote ya Misri. Ndipo Yusufu akakubali kwamba, ghala zote zifunguliwe, akauzia Wamisri chakula.
Genesis 41:57	Pia, watu kutoka nchi zingine nyingi, wakaja Misri ili Yusufu awauzie nafaka, kwa kuwa njaa ilikuwa kali duniani kote.
Genesis 42:1	Basi, Yakobo akasikia kwamba, nafaka inapatikana katika nchi ya Misri. Kwa hiyo, akaambia vijana wake kwamba, “Mbona mmekaa hapa kuangaliana bila kufanya lolote!
Genesis 42:2	Nimesikia kwamba, nafaka inapatikana katika nchi ya Misri. Sasa, mwende mtununulie nafaka huko, tusije kufa kwa njaa hapa.”
Genesis 42:3	Ndipo ndugu zake Yusufu kumi wakaanza safari, wakateremka Misri, ili wanunue nafaka huko.
Genesis 42:4	Lakini Yakobo hakumkubalia Benyamini, mdogo wa Yusufu, aende pamoja na ndugu zake, kwa kuwa aliogopa kwamba, angepata shida.
Genesis 42:5	Vijana wa Yakobo wakawa miongoni mwa watu wengine ambao walikuwa wakienda Misri kununua chakula, kwa kuwa nchi ya Kanaani ilikuwa na njaa kali sana.
Genesis 42:6	Wakati huo, Yusufu ndiye alikuwa mtawala katika nchi ya Misri, na ndiye alikuwa akiuza nafaka kwa watu wote. Siku moja, ndugu zake wakaja kwake, wakapiga magoti na kuinamisha nyuso zao chini.
Genesis 42:7	Ambapo Yusufu aliona ndugu zake, akawatambua, lakini akajifanya kama hawajui, akaongea nao kwa ukali. Akawauliza kwamba, “Ninyi mmetoka wapi?” Wakamjibu kwamba, “Tumetoka nchi ya Kanaani, tumekuja kununua chakula.”
Genesis 42:8	Ingawa Yusufu alitambua ndugu zake, lakini wao hawakumtambua.
Genesis 42:9	Ndipo akakumbuka ndoto zake ambazo aliota juu yao, akawaambia kwamba, “Ninyi ni wapelelezi! Mmekuja kupeleleza udhaifu wa nchi yetu.”
Genesis 42:10	Wakamjibu kwamba, “Sivyo, mkuu wetu! Sisi ni watumishi wako, tumekuja kununua chakula.
Genesis 42:11	Sisi wote ni watoto wa baba mmoja, sisi ni waaminifu, si wapelelezi.”
Genesis 42:12	Lakini Yusufu akawaambia kwamba, “Sio hivyo! Ninyi mmekuja hapa kutupeleleza na kuona ni wapi pana udhaifu katika nchi yetu hii.”
Genesis 42:13	Wakamwambia kwamba, “Sisi watumishi wako, tulikuwa vijana kumi na wawili, watoto wa baba mmoja, wote tumezaliwa katika nchi ya Kanaani. Mdogo wetu mmoja amebaki na baba nyumbani, na mdogo mwingine alikwisha kufa.”
Genesis 42:14	Lakini Yusufu akawaambia kwamba, “Ni kama ambavyo nilisema kwamba, nyinyi ni wapelelezi!
Genesis 42:15	Tutajua kama mnasema ukweli. Ninaapia kwa maisha ya farao kwamba, hamtatoka hapa, hadi mdogo wenu huyo atakuwa amekuja.
Genesis 42:16	Mtume mmoja wenu aende alete mdogo wenu, wengine wote watabaki kifungoni hapa. Hivyo maneno yenu yatajulikana kama ni ya kweli. Ikiwa sivyo, ninaapia kwa maisha ya farao kwamba, ninyi ni wapelelezi!”
Genesis 42:17	Ndipo Yusufu akawafungia kifungoni kwa siku tatu.
Genesis 42:18	Siku ya tatu, Yusufu akawaambia kwamba, “Mimi ni mtu wa kumcha Mungu. Kwa hiyo, mfanye ambacho nitawaambia, na mtaishi.
Genesis 42:19	Ikiwa kweli ninyi ni watu waaminifu, basi, mmoja wenu abaki kifungoni, na wengine mwende nyumbani, mpelekee nafaka watu wenu ambao wanahangaika na njaa.
Genesis 42:20	Ambapo mtamaliza, mniletee mdogo wenu hapa. Hivyo, ukweli wa maneno yenu utathibitishwa, na hamtauawa.” Nao wakakubali kufanya ambavyo Yusufu aliwaambia.
Genesis 42:21	Wakaambiana kwamba, “Kweli sisi tulimkosea mdogo wetu Yusufu. Ingawa tuliona hofu yake na tulisikia ambavyo alitusihi kuokoa maisha yake, hatukumsikilizia. Sasa, shida ambayo imetupata, ni kwa sababu jambo hilo tulifanya.”
Genesis 42:22	Rubeni akawaambia kwamba, “Mimi niliwaambia kwamba, tusimwumize mdogo wetu, lakini ninyi hamkunisikiliza. Sasa tunapata adhabu kwa ajili ya damu yake.”
Genesis 42:23	Ambapo walikuwa wanaongea hivyo katika lugha yao, hawakujua kwamba, Yusufu anaelewa yote ambayo wanasema, kwa sababu alikuwa anaongea nao kupitia mtafasiri.
Genesis 42:24	Ambapo Yusufu alisikia maneno yao, akatoka hapo, akaenda pembeni, akaanza kulia. Ambapo alimaliza kulia, akarudi kuongea nao. Kisha, akaamuru Simeoni ashikwe na kufungwa na pingu mbele ya macho ya ndugu zake.
Genesis 42:25	Ndipo, Yusufu akaamuru watumishi wake kwamba, wajaze magunia ya ndugu zake na nafaka, na fedha ya kila mmoja wao awekwe tena katika gunia lake. Tena, akawaamuru wawape chakula cha kula njiani. Watumishi wa Yusufu wakafanya hayo yote.
Genesis 42:26	Ndugu zake Yusufu wakabebesha punda mizigo yao ya nafaka, wakaondoka.
Genesis 42:27	Ambapo walifika mahali pa kulala, mmoja wao akafungua gunia lake, ili ampe punda wake chakula. Ndipo akakuta fedha zake hapo juu kwenye gunia lake, akashangaa.
Genesis 42:28	Akawaambia ndugu zake kwamba, “Fedha zangu wamezirudisha! Ona hizi hapa juu kwenye gunia langu!” Ambapo walisikia hilo, mioyo yao ikazimia, wakatazamana wakiwa wanatetemeka, wakaulizana kwamba, “Ni jambo gani ambalo Mungu ametufanyia?”
Genesis 42:29	Ambapo walifika katika nchi ya Kanaani kwa baba yao, wakamwambia yote ambayo yaliwapata.
Genesis 42:30	Wakamwambia kwamba, “Mtawala wa nchi ya Misri alikuwa anaongea na sisi kwa ukali, tena alitufikiria kwamba, tunapeleleza nchi yao.
Genesis 42:31	Lakini sisi tukamwambia kwamba, sisi ni watu waaminifu na si wapelezi.
Genesis 42:32	Tukamwambia kwamba, ‘Sisi tulizaliwa vijana kumi na wawili kwa baba mmoja, lakini mmoja wetu ameshakufa, na mdogo wetu amebaki nyumbani kwa baba katika nchi ya Kanaani.’
Genesis 42:33	Ndipo mtawala wa nchi hiyo akatuambia kwamba, ‘Kwa njia hii nitafahamu ikiwa kweli ninyi ni watu waaminifu. Muache kwangu hapa ndugu yenu mmoja, na wengine wenu, mpelekee nafaka watu wenu ambao wanahangaika na njaa.
Genesis 42:34	Ambapo mtamaliza, mniletee mdogo wenu hapa. Hivyo nitajua kwamba ninyi ni watu waaminifu, si wapelelezi. Ndipo nitaachilia ndugu yenu, na ninyi mtaruhusiwa kufanya biashara katika nchi hii.’”
Genesis 42:35	Ambapo walikuwa wanamimina nafaka kutoka katika magunia yao, wakashangaa kuona kwamba, wote wamerudishiwa mifuko yao ya fedha kwenye magunia yao. Ambapo waliona hilo, wote wakaogopa, hata na baba yao.
Genesis 42:36	Yakobo, baba yao, akawaambia kwamba, “Mmenipotezea watoto wangu! Yusufu hayupo, Simeoni hayupo, Benyamini naye mnataka kumchukua. Mambo yote hayo, yamenipata!”
Genesis 42:37	Ndipo Rubeni akaambia baba yake kwamba, “Unipe Benyamini, mimi nitamlinda, nitamrudisha kwako. Iwapo sitamrudisha, uue vijana wangu wawili.”
Genesis 42:38	Lakini Yakobo akamjibu kwamba, “Mtoto wangu hataenda na ninyi! Ndugu yake alimaliza kufa, huyu ndiye mwenyewe amebaki. Mabaya yakimkuta katika safari yenu, mtakuwa mnanihuzunisha sana, hadi nife. Mnajua kwamba, nimezeeka.”
Genesis 43:1	Wakati huo, njaa ikaendelea kuwa kali sana katika nchi ya Kanaani.
Genesis 43:2	Ambapo nafaka ambayo vijana wa Yakobo walinunua katika nchi ya Misri iliisha, baba yao akawaambia kwamba, “Mrudi tena Misri, mtununulie chakula kingine.”
Genesis 43:3	Lakini Yuda akaambia baba yake kwamba, “Mtawala wa Misri yule, alitukataza sana na kutusisitiza kwamba, ‘Hamtaonana nami tena kama hamtakuja na mdogo wenu.’
Genesis 43:4	Kama utakubali Benyamini aende na sisi, hapo ndipo tutaenda kukununulia chakula.
Genesis 43:5	Lakini kama hutakubali aende na sisi, hata sisi hatutaenda, kwa kuwa mtawala yule alituambia kwamba, ‘Hamtaonana nami tena, kama hamtakuja na mdogo wenu.’”
Genesis 43:6	Yakobo akasema kwamba, “Ni kwa nini mmeniletea taabu hii kwa kumwambia kwamba, mna mdogo wenu mwingine?”
Genesis 43:7	Nao wakamjibu kwamba, “Mtawala huyo, alikuwa anatuhoji sana juu ya mambo yetu na ya ndugu zetu. Hata alituuliza kwamba, ‘Baba yenu, bado yupo? Mna ndugu mwingine?’ Na sisi tulimjibu kulingana na jinsi alikuwa anatuuliza. Je, vipi tungeweza kujua kwamba, atatuambia kwamba tumlete mdogo wetu?”
Genesis 43:8	Yuda akaambia baba yake kwamba, “Unikubalie niende naye, twende kununua chakula, ili tusife kwa njaa, sisi na wewe, na watoto wetu.
Genesis 43:9	Mimi mwenyewe nitakuwa mdhamini wa mtoto wako. Nikishindwa kumrudisha kwako, lawama iwe juu yangu maisha yangu yote.
Genesis 43:10	Kama tusingechelewa, tungekuwa tumekwisha kwenda na kurudi mara mbili.”
Genesis 43:11	Ndipo baba yao, akawaambia kwamba, “Kama ni lazima iwe hivyo, mfanye hivi. Mchukue asali kidogo, mafuta ya mkwaju kidogo, ubani, manemane, kungu na lozi, mkaziweke mifukoni mwenu, mmpelekee mtawala huyo, ziwe zawadi za katika nchi yetu.
Genesis 43:12	Mchukue fedha mara mbili, kwa kuwa mnatakiwa kurudisha ambazo ziliwekwa katika magunia yenu. Inaweza kuwa kwamba zilirudishwa kwa makosa.
Genesis 43:13	Mchukue mdogo wenu pia, mwende naye kwa mtawala huyo.
Genesis 43:14	Mungu mwenye uwezo wote awasaidie, ili mtawala huyo awahurumie, awaache mrudi pamoja na ndugu yenu ambaye alibaki kifungoni huko na mdogo wenu Benyamini. Na mimi, kama ni kufiwa watoto wangu, basi nifiwe.”
Genesis 43:15	Basi, vijana wa Yakobo wakachukua zawadi hizo, pamoja na fedha mara mbili kuliko za kwanza, wakaondoka na kwenda Misri pamoja na mdogo wao. Ambapo walifika Misri, wakafika kwa Yusufu, wakasimama mbele yake.
Genesis 43:16	Ambapo Yusufu aliona Benyamini yuko pamoja na ndugu zake, akaambia msimamizi wa nyumba yake kwamba, “Uchukue wageni hao, uwapelekee nyumbani kwangu. Uwachinjie mfugo mmoja, uandae chakula vizuri, kwa kuwa watu hawa watakula na mimi chakula cha mchana.”
Genesis 43:17	Msimamizi huyo, akafanya jinsi ambavyo alikuwa ameambiwa. Akapeleka wageni hao nyumbani kwa Yusufu.
Genesis 43:18	Wageni hao, ambapo waliona kwamba, wanapelekwa nyumbani mwa Yusufu, wakaogopa sana. Wakajisemea kwamba, “Bila shaka tumeletwa hapa kwa sababu ya fedha ambazo zilirudishwa katika magunia yetu kwenye safari ya kwanza. Kwa hiyo, watatuvamia na kutukamata, watatoa punda zetu na kutufanya tuwe watumwa wake.”
Genesis 43:19	Ndipo wakasogelea msimamizi wa nyumba ya Yusufu, wakaongea naye mlangoni, wakamwambia kwamba,
Genesis 43:20	“Ee bwana, utusamehe. Tulikuja hapa mara ya kwanza kununua chakula,
Genesis 43:21	kisha tukaondoka kwenda nyumbani. Ambapo tulipata mahali pa kulala, tukafungua magunia yetu, tukashangaa kuona kwamba, fedha zetu zikiwa juu katika magunia yetu! Kwa hiyo, tumekuja sasa kuzirudisha.
Genesis 43:22	Tumekuja na fedha nyingine za kununulia chakula. Lakini hatujui ni nani aliweka fedha hizo katika magunia yetu.”
Genesis 43:23	Msimamizi huyo akawaambia kwamba, “Msiogope, kwa kuwa Mungu wenu, ambaye ni Mungu wa baba yenu, ndiye aliweka fedha hizo katika magunia yenu. Mimi nilipewa fedha zenu.” Kisha, akamfungulia Simeoni, akawaletea.
Genesis 43:24	Msimamizi huyo, akawakaribisha katika nyumba ya Yusufu, akawapa maji ya kunawa miguu. Hata punda zao, akawapa chakula.
Genesis 43:25	Nao wakasikia kwamba, watakula chakula pamoja na Yusufu. Kwa hiyo, wakaandaa zawadi zao za kumpatia.
Genesis 43:26	Ambapo Yusufu alirudi nyumbani, wakaleta zawadi zao na kumpatia. Kisha, wakapiga magoti na kuinamisha nyuso zao chini.
Genesis 43:27	Yusufu akawasalimia, kisha akawauliza kwamba, “Baba yenu, mzee ambaye mliniambia habari zake, hajambo? Bado yuko mzima?”
Genesis 43:28	Wakamjibu kwamba, “Baba yetu, mtumishi wako, yuko mzima.” Kisha, wakapiga magoti na kuinamisha nyuso zao chini.
Genesis 43:29	Ambapo Yusufu aliinua macho yake, akaona mdogo wake Benyamini, mtoto wa mama yake. Akauliza kwamba, “Huyu ndiye mdogo wenu ambaye mliniambia habari zake? Mungu akubariki, mtoto wangu.”
Genesis 43:30	Yusufu akazidiwa na upendo kwa mdogo wake, machozi yakawa yanalengalenga machoni pake. Kwa hiyo, akatoka nje haraka, akatafuta mahali pa kujitenga, akaingia chumbani kwake, akaanza kulia humo.
Genesis 43:31	Ambapo alimaliza kulia, akajipitisha maji usoni mwake, akatoka, akajikaza, akaambia watumishi wake kwamba, “Mtuletee chakula.”
Genesis 43:32	Yusufu akaletewa chakula chake, wakampakulia mwenyewe. Na ndugu zake wote wakapakuliwa chakula chao, wakala peke yao. Na Wamisri nao, wakapakuliwa chakula chao, wakala peke yao. Ilifanywa hivyo, kwa kuwa ilikuwa mwiko kwa Wamisri kula pamoja na Wahebrania.
Genesis 43:33	Ndugu wa Yusufu walikuwa wamekalishwa kwa umri wao, kuanzia mzaliwa wa kwanza mpaka wa mzaliwa wa mwisho. Wakawa wanaangaliana kwa kushangaa!
Genesis 43:34	Kisha, wakapewa chakula kutoka katika meza ya Yusufu. Lakini Benyamini, yeye alipewa mara tano kuliko chakula cha wengine wote. Basi, wote wakanywa na kufurahi pamoja na Yusufu.
Genesis 44:1	Kisha Yusufu akaagiza msimamizi wa nyumba yake kwamba, “Ujaze chakula katika magunia ya watu hawa, kwa kiwango ambacho wanaweza kubeba. Uweke fedha ya kila mmoja wao juu kwenye gunia lake.
Genesis 44:2	Pia, kwenye gunia la mdogo wao, uweke fedha zake na kikombe changu ambacho kimetengenezwa kwa fedha.” Msimamizi huyo, akaenda akafanya ambavyo Yusufu alimwambia.
Genesis 44:3	Ambapo kulikucha, ndugu zake Yusufu wakapewa ruhusa waondoke waende na punda zao.
Genesis 44:4	Kwa hiyo, wakaanza safari. Lakini muda kidogo kabla hawajafika mbali kutoka mjini humo, Yusufu akaambia msimamizi huyo kwamba, “Ondoka haraka, ufuate watu hao. Ambapo utawapata, uwaambie kwamba, ‘Kwa nini mmelipiza mambo mabaya kwa mambo mazuri?
Genesis 44:5	Kwa nini mmeiba kikombe kile ambacho mkuu wangu hunywea na kuonea uaguzi? Mmefanya jambo baya sana kwa kufanya hivyo.’ ”
Genesis 44:6	Basi, msimamizi huyo, akawafuata. Ambapo aliwafikia, akawaambia maneno hayo hayo.
Genesis 44:7	Nao wakamwambia kwamba, “Bwana wetu, kwa nini unasema maneno haya? Sisi ni watumishi wako, hatuwezi kufanya jambo kama hilo!
Genesis 44:8	Kumbuka kwamba, fedha ambazo tulipata katika magunia yetu, tulikurudishia kutoka katika nchi ya Kanaani. Sasa, kwa nini tuibe fedha au dhahabu kutoka katika nyumba ya mkuu wako?
Genesis 44:9	Kama kikombe hicho kikipatikana katika gunia la mmoja wetu, auawe, na sisi wengine tuwe watumwa wako.”
Genesis 44:10	Msimamizi huyo, akasema kwamba, “Sawa, iwe kama ambavyo mmesema, lakini tufanye hivi. Mtu ambaye nikipata kikombe hicho katika gunia lake, huyo ndiye atakuwa mtumwa wangu. Lakini wengine wote, hamtakuwa na lawama.”
Genesis 44:11	Basi, kila mmoja akaharakisha kushusha gunia lake na kulifungua.
Genesis 44:12	Msimamizi huyo, akaanza kuchunguza magunia yote, kuanzia kwa mkubwa wao, mpaka kwa mdogo. Ndipo kikombe kikapatikana katika gunia la Benyamini.
Genesis 44:13	Ambapo waliona hivyo, wakararua nguo zao. Kisha, wakapandisha tena magunia kwenye punda zao, wakarudi katika mji ambao walitoka.
Genesis 44:14	Yuda na ndugu zake, wakarudi nyumbani kwa Yusufu. Ambapo walifika, wakamkuta Yusufu akiwa bado yuko nyumbani, wakampigia magoti na kuinamisha nyuso zao chini.
Genesis 44:15	Yusufu akawaambia kwamba, “Ni nini ambacho mmefanya? Hamjui kwamba, nina uwezo wa uaguzi ili nijue mambo ambayo yanafichwa?”
Genesis 44:16	Yuda akamjibu kwamba, “Bwana wetu, sijui tukuambie nini. Sijui tuseme nini ili tuonyeshe kwamba, hatuna lawama. Mungu ameonyesha makosa yetu, watumishi wako. Sasa, sisi na ambaye amekutwa na kikombe chako katika gunia lake, wote ni watumwa wako.”
Genesis 44:17	Lakini Yusufu akasema kwamba, “Hapana, sitafanya jambo hilo. Mtu ambaye amekutwa na kikombe changu katika gunia lake, huyo ndiye atakuwa mtumwa wangu. Wengine wote, mrudi kwa amani kwa baba yenu.”
Genesis 44:18	Ndipo Yuda akamsogelea Yusufu, akamwambia kwamba, “Ninakusihi, bwana wetu, unikubalie mimi, mtumishi wako, niseme maneno machache. Usinikasirikie, ingawa wewe ni kama farao mwenyewe.
Genesis 44:19	Bwana, uliwahi kutuuliza kwamba, ‘Mna baba yenu? Au mna ndugu yenu mwingine?’
Genesis 44:20	Na sisi tukakuambia kwamba, ‘Baba yetu bado mzima, lakini amezeeka. Pia, tuna mdogo wetu, ambaye baba alimzaa uzeeni mwake. Mdogo wetu huyo, alikuwa na mkubwa wake ambaye alizaliwa na mama mmoja, lakini mkubwa wake huyo, alikufa. Kwa hiyo, mdogo wake amebaki peke yake, na baba anampenda sana.’
Genesis 44:21	“Wewe ukatuambia kwamba, twende tumlete, ili umwone mwenyewe.
Genesis 44:22	Tukakuambia kwamba, hawezi kutoka kwa baba yake, kwa kuwa akimwacha, baba yake atakufa.
Genesis 44:23	Lakini ukatuambia kwamba, ‘Mkishindwa kuja na mdogo wenu, hamtaonana nami tena.’
Genesis 44:24	Ambapo tulirudi kwa baba yetu, mtumishi wako, tukamwambia maneno ambayo ulituambia.
Genesis 44:25	“Ambapo muda fulani ulikuwa umepita, baba akatuambia kwamba, ‘Mrudi Misri huko, mwende kununua chakula kingine.’
Genesis 44:26	Tukamwambia kwamba, ‘Hatuendi huko kama utakataa mdogo wetu aende na sisi. Mtawala wa huko hataki kuonana na sisi tena kama hatuendi na mdogo wetu.’
Genesis 44:27	“Ndipo baba yetu, mtumishi wako, akatuambia kwamba, ‘Mnajua kwamba, mke wangu Raheli, alinizalia watoto wawili tu.
Genesis 44:28	Katika wawili hao, mmoja hayupo. Najua kwamba, aliraruliwa na mnyama mkali, na tangu wakati huo, sijamwona tena.
Genesis 44:29	Kama mnataka kuchukua huyu mdogo kutoka kwangu pia, na mabaya yakimkuta, mtanihuzunisha sana, hadi nife. Mnajua kwamba, nimezeeka.’
Genesis 44:30	“Bwana wetu, siwezi kurudi kwa baba yetu, bila kuwa na kijana huyu, kwa kuwa uhai wa baba, unategemea uhai wa kijana huyu.
Genesis 44:31	Akiona kwamba, hatuna kijana wake, baba atakufa. Sisi, watumishi wako, hatutaki kumhuzunisha, hadi afe hivyo katika uzee wake.
Genesis 44:32	Mimi, mtumishi wako, niliapa kwam baba yangu kwamba, niwe mdhamini wa kijana huyu. Nikasema kwamba, ‘Nikishindwa kumrudisha kwako, lawama iwe juu yangu maisha yangu yote.’
Genesis 44:33	“Kwa hiyo sasa, ninakusihi sana, ukubali mimi nibaki niwe mtumwa wako, lakini kijana huyu, umkubalie arudi nyumbani pamoja na wakubwa wake.
Genesis 44:34	Vipi nitaweza kurudi kwa baba yetu bila kuwa na kijana huyu? Siwezi kuona ambavyo baba yetu atateseka kwa huzuni.”
Genesis 45:1	Hapo, Yusufu hakuweza kujizuia kulia. Kwa hiyo, akaambia watumishi wote ambao walikuwa wamesimama karibu naye kwamba, “Tokeni nje.” Akabaki mwenyewe na ndugu zake. Ndipo akajitambulisha kwao,
Genesis 45:2	akalia kwa sauti kubwa, mpaka hata watumishi ambao walikuwa nje walisikia. Habari hiyo ikafikia pia farao na watu wa nyumbani kwake.
Genesis 45:3	Yusufu akaambia ndugu zake kwamba, “Mimi ndimi Yusufu! Je, baba yangu bado yuko hai?” Ndugu zake hawakuweza kumjibu, kwa kuwa walishikwa na hofu kubwa.
Genesis 45:4	Yusufu akawaambia kwamba, “Naomba, msogee karibu nami!” Ambapo walimsogelea, akawaambia kwamba, “Mimi ndimi Yusufu, mdogo wenu ambaye mliuza apelekwe Misri!
Genesis 45:5	Lakini msiogope, na msijilaumu kwa nini mliniuza. Mungu mwenyewe ndiye alisababisha niwatangulie nije huku, ili niokoe maisha ya watu.
Genesis 45:6	Huu ni mwaka wa pili tangu njaa iliingia katika nchi, na bado kuna miaka mingine mitano ambayo watu hawataweza kulima wala kuvuna.
Genesis 45:7	Mungu mwenyewe ndiye alinileta huku niwatangulie, ili niwaokoe kutoka shida kubwa ya njaa, na ukoo wetu uendelee kuwepo duniani.
Genesis 45:8	Sio nyie ambao mlinileta huku, ila ni Mungu. Yeye ndiye alinifanya kuwa mshauri mkuu wa farao, mkuu wa nyumba yake, na mtawala wa nchi yote ya Misri.
