Genesis 1:1	Mwanzo hapo, Mungu aliumba mbingu na dunia.
2 Corinthians 8:20	Hatutaki tulaumiwe na mtu yeyote juu ya usimamizi wetu wa kupeleka vitu ambavyo watu wametoa kwa ukarimu wao.
2 Corinthians 8:21	Kusudi letu ni kufanya yaliyo mema, siyo mbele ya Bwana tu, bali pia mbele ya watu.
2 Corinthians 8:22	Tunamtuma ndugu yetu mwingine, awe pamoja na akina Tito. Ndugu huyo amejionyesha kwetu mara nyingi kwa njia mbalimbali kwamba ana hamu kubwa ya kufanya kazi, na sasa ana hamu kubwa kuliko mwanzoni, kwa sababu anawategemea sana.
2 Corinthians 8:23	Sasa, kama mtu anataka kufahamu habari za Tito, yeye ni mfanyakazi mwenzangu, ambaye anafanya kazi pamoja nami kwa ajili ya kuwasaidia ninyi. Na kama mtu anataka kufahamu habari za wengine ambao wanakuja pamoja naye, hao ni ndugu zetu, wametumwa na makanisa, nao wanamtukuza Kristo.
2 Corinthians 8:24	Kwa hiyo, muwaonyeshe watu hao upendo wenu, ili makanisa yafahamu kwamba, tuna sababu ya kujisifu juu yenu.
2 Corinthians 9:1	Sina cha kuwaandikia juu ya msaada wenu kwa waamini wa Yerusalemu,
2 Corinthians 9:2	kwa maana ninafahamu kwamba mna moyo wa kuwasaidia wengine. Ndiyo sababu ninajisifu juu yenu kwa watu wa Makedonia, nikiwaambia kwamba, ninyi watu wa kanisa la katika mkoa wa Akaya, mlijiandaa kutoa kutoka mwaka ambao ulipita. Bidii yenu hiyo imewafanya wengi miongoni mwao kuwa na moyo wa kutoa.
2 Corinthians 9:3	Basi, ninawatuma ndugu zetu hawa, ili mweze kuonyesha kwamba kweli mlijiandaa kutoa, kama ambavyo niliwaambia watu wa Makedonia. Sitaki kwamba, mambo ambayo nilijisifu juu yenu, yaonekane kwamba hayana maana.
2 Corinthians 9:4	Kama nikija kwenu huko pamoja na Wamakedonia wengine na kuona kwamba hamjajiandaa, hapo mtakuwa mmetuaibisha, kwa sababu tulikuwa na uhakika kwamba mtatusaidia. Tena na ninyi pia mtakuwa na aibu ambayo haisemeki.
2 Corinthians 9:5	Kwa hiyo, nimeona kwamba ni vizuri niwaombe ndugu zetu hawa, watutangulie kuja kwenu huko, ili waandae vitu ambavyo mliahidi kutoa. Kwa njia hiyo mtakuwa mmetoa kwa hiari, sio kwa kulazimishwa.
2 Corinthians 9:6	Mkumbuke neno hili kwamba, “Mtu ambaye anapanda vichache, anavuna vichache, na ambaye anapanda vingi, anavuna vingi.”
2 Corinthians 9:7	Kila mtu atoe kama ambavyo aliamua katika moyo wake, asitoe kwa huzuni wala kwa kulazimishwa, kwa sababu Mungu anampenda mtu ambaye anatoa kwa moyo wa furaha.
2 Corinthians 9:8	Mungu anaweza kuwabariki kuliko ambavyo mnahitaji, ili wakati wote muwe na vyote ambavyo mnahitaji, tena muwe watu wa kufanya mema mengi ya kusaidia wengine.
2 Corinthians 9:9	Ni kama ambavyo imeandikwa katika Maandiko Matakatifu kwamba, “Ametoa kwa moyo wote, kuwapa maskini, huruma yake ni ya milele.”
2 Corinthians 9:10	Mungu ndiye anampa mtu mbegu za kupanda na chakula chenyewe. Hivyo hivyo, atawapa ninyi mbegu za kupanda na kuziongeza. Ndiyo kusema kwamba atawapa na kuwaongezea moyo wa ukarimu.
2 Corinthians 9:11	Atawapa utajiri katika yote, ili mweze kuwa wakarimu siku zote. Hapo ndipo watu watamshukuru Mungu kwa ajili ya vitu ambavyo tutawapelekea kutoka kwenu.
2 Corinthians 9:12	Itakuwa hivyo, kwa sababu kazi hii ya ukarimu ambayo mnafanya, haisaidii waamini wa Yerusalemu ambao wamepungukiwa tu, bali inafanya watu wengi wamshukuru Mungu sana.
2 Corinthians 9:13	Watamtukuza Mungu, kwa kuwa kazi yenu inaonyesha kwamba ninyi ni watumishi wazuri. Tena watamtukuza kwa sababu wanaona jinsi ambavyo mnatii Habari Njema juu ya Kristo, na kwa sababu mko wakarimu kwa kuwasaidia wao na wengine wote.
2 Corinthians 9:14	Watakuwa wanawaombea kwa Mungu kwa upendo mkubwa, kwa sababu ya neema nyingi ambayo Mungu amewapa ninyi.
2 Corinthians 9:15	Tuwe tunamshukuru Mungu kwa zawadi kubwa ya kushangaza, ambayo ametupa.
2 Corinthians 10:1	Basi, wengine wanasema kwamba mimi ni mpole ambapo niko pamoja nanyi, na kwamba ni mkali ambapo niko mbali nanyi tu. Lakini mimi mwenyewe Paulo, ninawasihi kwa unyenyekevu na upole wa Kristo.
2 Corinthians 10:2	Ninawasihi kwamba, ambapo nitakuja kwenu huko, msinifanye niwe mkali. Ninasema hivyo, kwa maana ninajua kwamba ninaweza kuwa mkali kwa wote ambao wanafikiri kwamba sisi tunaishi kama watu wengine wa katika dunia hii.
2 Corinthians 10:3	Ingawa tunaishi katika dunia hii, hatupigani vita kama watu wa katika dunia hii.
2 Corinthians 10:4	Silaha zetu katika vita hiyo siyo ambazo watu katika dunia hii wanatumia, bali zina nguvu kutoka kwa Mungu, na zinaangusha ngome zote za adui.
2 Corinthians 10:5	Tunaharibu maneno yote ya uongo na maneno yote ya kujisifu ambayo yanazuia watu wasimfahamu Mungu. Tena tunateka mawazo yote ili yamtii Kristo.
2 Corinthians 10:6	Na ambapo mtakuwa mmemtii kabisa, sisi tutakuwa tayari kuadhibu mambo yote ambayo siyo ya utii.
2 Corinthians 10:7	Yaangalieni mambo ambayo yako mbele ya macho yenu! Mtu yeyote ambaye anajiona kuwa yeye ni wa Kristo, akumbuke kwamba sisi pia ni watu wa Kristo, kama yeye.
2 Corinthians 10:8	Labda ninaonekana kwamba, ninajisifu kupita kiasi juu ya mamlaka ambayo Bwana ametupa. Lakini hata hivyo, sioni aibu, kwa maana mamlaka hayo hayawaharibu, bali yanawaimarisha katika imani.
2 Corinthians 10:9	Sitaki nionekane kwenu kwamba, ninataka kuwatisha katika barua ambazo ninawaandikia.
2 Corinthians 10:10	Ninasema hivyo, kwa sababu wengine wanasema kwamba, “Barua za Paulo zina maneno magumu, tena maneno makali. Lakini ambapo yuko pamoja nasi anakuwa hana nguvu, tena maneno yake yanakuwa hayana maana.”
2 Corinthians 10:11	Mtu ambaye anasema hivyo, afahamu kuwa, ambayo tunawaandikia ambapo tuko mbali, ndiyo ambayo tutafanya ambapo tuko nanyi.
2 Corinthians 10:12	Sisi hatuthubutu kujiweka katika kundi moja au kujifananisha na watu ambao hujipendekeza wenyewe. Wao hawajui chochote, kwa kuwa wanajifanya kuwa kipimo cha kujipimia wenyewe kwa wenyewe na wanajifananisha wenyewe kwa wenyewe.
2 Corinthians 10:13	Lakini sisi hatutajisifu kupita kipimo cha kazi ambayo tumepewa. Tutajisifu juu ya kazi ambayo Mungu ametupa tu. Kazi hiyo ndiyo ambayo tunafanya hata kwenu.
2 Corinthians 10:14	Hatujisifu kupita kipimo cha kazi yetu, kama ambavyo tungekuwa tunafanya kama tusingewahi kufika kwenu. Lakini sisi tulikuwa wa kwanza kuwaletea Habari Njema juu ya Kristo.
2 Corinthians 10:15	Tena hatujisifu juu ya kazi ya watu wengine, kazi ambayo sisi hatukupewa. Bali tunategemea kwamba, jinsi ambavyo imani yenu inaendelea kukua, ndivyo kazi yetu katikati yenu itakuwa inaongezeka.
2 Corinthians 10:16	Hapo ndipo tutaweza kutangaza Habari Njema katika nchi zingine ambazo habari hiyo haijatangazwa. Na hatutajisifu juu ya kazi ambayo watu wengine wamefanya sehemu zingine.
2 Corinthians 10:17	Maandiko Matakatifu yanasema kwamba, “Mtu yeyote ambaye anajisifu, ajisifu kwa ajili ya Bwana.”
2 Corinthians 10:18	Kwa hiyo, mtu yeyote ambaye anajipendekeza mwenyewe hakubaliwi, bali ambaye Bwana anampendekeza, ndiye anakubaliwa.
2 Corinthians 11:1	Hata kama ninasema kama mjinga kidogo, naomba mnisikilize. Naam, nisikilizeni!
2 Corinthians 11:2	Mimi nina wivu nanyi, wivu ambayo unatoka kwa Mungu, kwa maana mko kama msichana ambaye hamjui mume, ambaye nilimchumbia na mwanaume mmoja, ambaye ni Kristo.
2 Corinthians 11:3	Lakini sasa ninaogopa kwamba, kama ambavyo Hawa alidanganywa na nyoka yule mjanja, na ninyi msije mkadanganywa, muache kumpenda Kristo kwa unyofu na usafi.
2 Corinthians 11:4	Ninasema hivyo, kwa sababu ninyi ni wepesi kupokea mtu ambaye anakuja kutangaza mambo juu ya Yesu ambayo ni tofauti na yale ambayo sisi tulitangaza. Tena, mnapokea roho mwingine au habari nyingine kwa haraka tu, ijapo ni tofauti na yale ambayo mlipokea kutoka kwetu.
2 Corinthians 11:5	Mimi sijioni kwamba ni mdogo kupita hao ambao wanajifanya kama kwamba ni mitume wakuu.
2 Corinthians 11:6	Hata kama ninaonekana kwamba sisemi vizuri, ujuzi wangu ni mkubwa. Tumeonyesha hilo kwenu muda wote kwa njia zote.
2 Corinthians 11:7	Nilijinyenyekeza kwa njia ya kutangaza Habari Njema ya Mungu kwenu bila kupokea malipo, ili kuwakweza ninyi. Je, nilifanya vibaya katika jambo hilo?
2 Corinthians 11:8	Ambapo nilifanya kazi kwenu, nilikuwa ninapokea fedha kutoka katika makanisa mengine. Ni kama kwamba nilikuwa ninawanyangʼanya vitu vyao, ili niwasaidie ninyi kwa bure.
2 Corinthians 11:9	Ambapo nilikuwa pamoja nanyi, sikuwa mzigo kwa mtu yeyote kati yenu, ambapo nilikuwa ninapungukiwa. Waamini ambao walitoka Makedonia walinipa ambavyo nilikuwa ninahitaji. Nilikuwa ninajihadhari, ili nisiwe mzigo kwenu hata kidogo, na ndivyo nitaendelea kufanya.
2 Corinthians 11:10	Kama ambavyo ukweli wa Kristo uko ndani yangu, hayupo mtu hata mmoja katika mkoa wote wa Akaya huko, ambaye atanizuia kujisifu juu ya mambo hayo.
2 Corinthians 11:11	Sisemi hivyo kwa sababu siwapendi. Mungu anajua kuwa ninawapenda!
2 Corinthians 11:12	Nitaendelea kufanya kazi kama ambavyo ninafanya sasa, ili mitume hao ambao wanajifanya kama kwamba ndio wakuu, wasipate nafasi ya kujisifu kwamba, wanafanya kazi kama sisi.
2 Corinthians 11:13	Watu kama hao ni mitume wa uongo, wanafanya kazi kwa kudanganya watu, wanajifanya kwamba, ni mitume wa Kristo.
2 Corinthians 11:14	Jambo hilo siyo la kushangaza, kwa sababu hata Shetani mwenyewe anajifanya kama malaika wa nuru.
2 Corinthians 11:15	Kwa hiyo, siyo jambo la ajabu, kama watumishi wake nao wanajifanya kama watumishi wa haki. Mwisho wao watapokea kulingana na matendo yao.
2 Corinthians 11:16	Ninawaambia tena kwamba, mtu yeyote asifikiri kwamba mimi ni mjinga! Lakini hata kama mnafikiri kwamba mimi ni mjinga, ninawaomba mnisikilize katika ujinga huu, ili na mimi pia nijisifu kidogo.
2 Corinthians 11:17	Maneno ya kujisifu ambayo ninasema sasa, hayatoki kwa Bwana, bali ninasema kama mtu mjinga.
2 Corinthians 11:18	Wengi wanajisifu kwa ajili ya mambo ya dunia hii, hivyo basi, na mimi acha nijisifu.
2 Corinthians 11:19	Naam nijisifu, kwa kuwa ninyi mnajiona kwamba mna akili, na mnavumilia wajinga kwa furaha.
2 Corinthians 11:20	Mnavumilia hata mtu ambaye anawaweka katika utumwa, ambaye anawaibia na kuwanyangʼanya vitu vyenu, tena ambaye anajiona kwamba ni mkubwa kuliko ninyi na ambaye anawapiga usoni.
2 Corinthians 11:21	Naona aibu kusema kwamba sisi hatukuwafanyia hayo, kwa sababu sisi ni dhaifu sana! Sasa ninasema kama mjinga kwamba, kama yupo mtu ambaye anastahili kujisifu juu ya lolote, na mimi nami ninastahili kujisifia jambo hilo.
2 Corinthians 11:22	Kama wao ni Wahebrania, na mimi ni Mhebrania. Kama wao ni Waisraeli, na mimi ni Mwisraeli. Kama wao ni wa ukoo wa Abrahamu, na mimi ni wa ukoo wa Abrahamu.
2 Corinthians 11:23	Sasa niseme kama nimechanganyikiwa kwamba, kama wao ni watumishi wa Kristo, mimi ni mtumishi wa Kristo kuliko wao. Mimi nimejitahidi kufanya kazi zaidi, nimefungwa katika gereza mara nyingi zaidi, nimepigwa mara nyingi zaidi, tena nilikuwa katika hatari ya kufa mara nyingi.
2 Corinthians 11:24	Nimepigwa na Wayahudi viboko thelathini na tisa, mara tano.
2 Corinthians 11:25	Nimechapwa fimbo na Warumi mara tatu, nimepigwa na mawe mara moja, meli imeniharibikia mara tatu katika bahari, tena wakati mmoja nilikaa katika bahari usiku na mchana.
2 Corinthians 11:26	Mara nyingi katika safari zangu, nilikuwa katika hatari ya kuzolewa na mito, katika hatari ya kushikwa na majambazi, katika hatari kutoka kwa Wayahudi wenzangu na kutoka kwa watu ambao sio Wayahudi. Nilikuwa katika hatari katika miji, katika pori na katika bahari. Nilikuwa katika hatari kutoka kwa ambao wanajifanya kwamba ni waamini wenzetu.
2 Corinthians 11:27	Nimefanya kazi ngumu na kuteseka, mara nyingi nimekosa kulala, nimeteseka na njaa na kiu, mara nyingi nimekosa chakula, na kukaa katika baridi bila nguo.
2 Corinthians 11:28	Pamoja na hayo yote, kila siku ninalemewa na kazi yangu kwa makanisa yote.
2 Corinthians 11:29	Kama mtu yeyote ni dhaifu, na mimi ninajisikia dhaifu. Kama watu wamemsababisha mtu yeyote atende dhambi, na mimi ninaumia.
2 Corinthians 11:30	Kama ninatakiwa kujisifu, nitajisifu juu ya udhaifu wangu.
2 Corinthians 11:31	Mungu, Baba wa Bwana Yesu, ambaye anastahili kusifiwa milele, anajua kwamba sisemi uongo.
2 Corinthians 11:32	Wakati fulani nilikuwa katika mji wa Damasko. Huko kiongozi wa mkoa ambaye alikuwa chini ya mfalme Areta, aliweka walinzi kwenye malango ya mji, ili wanikamate.
2 Corinthians 11:33	Lakini watu fulani wakanishusha katika kikapu kikubwa kupitia penye dirisha ambalo lilikuwa kwenye ukuta wa mji, nikapona kukamatwa.
2 Corinthians 12:1	Ninapaswa kujisifu, ingawa haifaidii chochote. Lakini sasa ninataka kujisifu juu ya maono na mambo mengine ambayo Bwana amenionyesha.
2 Corinthians 12:2	Ninamfahamu mtu mmoja Mkristo, ambaye miaka kumi na minne ambayo ilipita, alinyakuliwa mpaka kufika katika mbingu ya juu sana. Sifahamu kama alikuwa katika mwili wake, au kama hakuwa katika mwili wake, ambapo alinyakuliwa. Mungu ndiye anajua.
2 Corinthians 12:3	Tena, mimi sifahamu kama mtu huyo alinyakuliwa katika mwili wake, au kama hakuwa katika mwili wake, ambapo alinyakuliwa. Mungu ndiye anajua. Lakini, ambacho ninajua ni kwamba, mtu huyo
2 Corinthians 12:4	alinyakuliwa mpaka kufika kule Paradiso. Huko akasikia maneno ya kushangaza sana ambayo mtu hawezi kusema, tena hastahili kuyasema.
2 Corinthians 12:5	Sasa, juu ya mtu kama huyo nitajisifu. Lakini sitajisifu juu yangu mimi mwenyewe, isipokuwa juu ya udhaifu wangu tu.
2 Corinthians 12:6	Hata kama ningetaka kujisifu, nisingekuwa mjinga, kwa sababu ningekuwa ninasema ukweli. Lakini ninajizuia kujisifu, ili mtu yeyote asije kuniona kwamba, ninastahili zaidi kuliko ambayo wanayaona na kusikia kutoka kwangu.
2 Corinthians 12:7	Lakini nilipewa mateso katika mwili wangu ambayo yako kama mwiba ambao unanichoma. Mateso hayo ni mjumbe wa Shetani ambaye alitumwa ili anitese, nisije kujisifu sana juu ya mengi ya kushangaza ambayo Bwana amenionyesha.
2 Corinthians 12:8	Nilimsihi Bwana mara tatu aniondolee mateso hayo.
2 Corinthians 12:9	Lakini yeye akaniambia kwamba, “Neema yangu inakutosha, kwa maana katika udhaifu ndimo nguvu zangu zinaonekana.” Hivyo, nitakuwa ninajisifu kwa furaha kubwa juu ya udhaifu wangu, ili nguvu za Kristo ziwe pamoja nami.
2 Corinthians 12:10	Kwa hiyo, ninafurahi juu ya udhaifu wangu, tena ninafurahi ambapo ninatukanwa na kupata shida, mateso na dhiki kwa ajili ya Kristo. Nina furaha, kwa kuwa ambapo ninakuwa dhaifu, ndipo ninakuwa na nguvu.
2 Corinthians 12:11	Nimesema kama mjinga, lakini ninyi ndio mmesababisha niseme hivyo. Ninyi mlikuwa mnapaswa kunipendekeza. Hata ingawa ninaonekana kwamba, sistahili, mimi sio mdogo kupita ambao wanajifanya kama kwamba ni mitume wakuu.
2 Corinthians 12:12	Ambapo nilikuwa kwenu nilijionyesha kuwa mtume, kwa kuwa nilifanya ishara, maajabu na miujiza kwa uvumilivu wote.
2 Corinthians 12:13	Hakuna jambo lolote ambalo nilifanya kwa makanisa mengine, ambalo sijafanya kwenu. Labda niliwakosea kwa kuwa sikuwa mzigo kwenu. Kama huo ndio uovu wangu, mnisamehe!
2 Corinthians 12:14	Sasa ninajiandaa kuja kwenu mara ya tatu, lakini sitakuwa mzigo kwenu. Sitaki vitu vyenu, bali ninawataka ninyi. Ninasema hivyo kwa sababu watoto hawapaswi kuhifadhi vitu kwa ajili ya wazazi, bali wazazi ndio wanapaswa kuhifadhi vitu kwa ajili ya watoto.
2 Corinthians 12:15	Mimi ninafurahi kutoa vitu vyangu na hata kujitoa mimi mwenyewe, ili niwasaidie ninyi. Lakini inaonekana kwamba, ambapo mimi ninazidi kuwapenda sana, ndipo ninyi mnapunguza upendo wenu kwangu.
2 Corinthians 12:16	Mnakubali kwamba sikuwa mzigo kwenu, lakini hata hivyo wengine kati yenu wanasema kwamba, mimi ni mjanja, nimewashawishi kwa udanganyifu.
2 Corinthians 12:17	Je, niliwanyangʼanya chochote kupitia kwa watu ambao nilituma kwenu?
2 Corinthians 12:18	Nilimsihi Tito aje kwenu, na pamoja naye nilimtuma ndugu yetu mwingine. Sasa, Tito aliwanyangʼanya chochote? Je, hamwoni kwamba mimi na yeye ni kitu kimoja katika kazi, tena kwamba hata mwenendo wetu ni mmoja?
2 Corinthians 12:19	Labda mnafikiri kwamba muda huu wote tumejitetea mbele yenu. Lakini tumesema mambo haya mbele ya Mungu, tukiwa tumeungana na Kristo. Wapendwa wangu, yote ambayo tunafanya, ni kwa ajili ya kuwasaidia muimarike katika imani.
2 Corinthians 12:20	Ninaogopa kwamba, ambapo nitakuja kwenu, labda nitawakuta mna mwenendo ambao haunifurahishi. Hilo litanisababisha nifanye mambo ambayo hayawafurahishi ninyi. Ninaogopa kwamba ninaweza kuwakuta mna ugomvi, uchoyo, hasira, ubinafsi, usengenyaji, uzushi, majivuno na machafuko.
2 Corinthians 12:21	Ninaogopa kwamba, ambapo nitakuja kwenu tena, Mungu wangu atafanya nione aibu mbele yenu. Nitahuzunika kuona watu wengi miongoni mwenu ambao walifanya dhambi, hawajatubu dhambi zao za uasherati, uchafu na mambo mengine ya aibu.
2 Corinthians 13:1	Hii itakuwa mara yangu ya tatu kuja kwenu. Maandiko Matakatifu yanasema kwamba, “Kila kesi ihukumiwe kwa ushahidi wa watu wawili au watatu.”
2 Corinthians 13:2	Ambapo nilikuja kwenu mara ya pili, niliwaambia wale ambao walikuwa wanafanya dhambi kwamba, ambapo nitakuja tena, sitakuwa na huruma kwao. Sasa nikiwa mbali nanyi, ninawaambia wao na wengine wenu wote tena kwamba, ambapo nitakuja kwenu, sitakuwa na huruma kwao.
2 Corinthians 13:3	Nitafanya hivyo, kwa sababu mnataka ishara ya kujua kwamba Kristo anasema kupitia kwangu. Kristo siyo mdhaifu kwenu, bali anaonyesha nguvu zake kati yenu.
2 Corinthians 13:4	Ni kweli kwamba Kristo alisulubiwa katika hali ya udhaifu, lakini sasa yuko hai kwa nguvu za Mungu. Vivyo hivyo sisi tuko dhaifu kama ambavyo Kristo alikuwa, lakini mtaona kwamba tuko hai pamoja na yeye kwa nguvu za Mungu.
2 Corinthians 13:5	Sasa jipimeni ninyi wenyewe, ili mfahamu kama mna imani. Jichunguzeni wenyewe. Je, hamjui kwamba Yesu Kristo yuko ndani yenu? Kama sivyo, hapo mmeshindwa kipimo cha imani.
2 Corinthians 13:6	Lakini ninatumaini kwamba mtaelewa kwamba sisi hatukushindwa kipimo.
2 Corinthians 13:7	Tunamwomba Mungu kwamba msifanye jambo lolote baya, si kwa sababu tunataka tuonekane kwamba tumeshinda kipimo. Bali tunataka mfanye mema, hata kama sisi tunaonekana kwamba tumeshindwa.
2 Corinthians 13:8	Ninasema hivyo, kwa sababu hatuwezi kupinga ukweli, bali tunaweza tu kuhubiri ukweli.
2 Corinthians 13:9	Tunafurahi kwa sababu sisi tuko dhaifu, lakini ninyi mna nguvu. Tunamwomba Mungu awasaidie mkamilike katika imani yenu.
2 Corinthians 13:10	Ninawaandikia maneno haya ambapo bado sijaja kwenu, ili ambapo nitakuwa kwenu, nisilazimike kuwa mkali katika kutumia mamlaka yangu. Ninasema hivyo, kwa sababu mamlaka ambayo Bwana alinipa siyo mamlaka ya kuwaharibu, bali ni mamlaka ya kuwasaidia muimarike katika imani.
2 Corinthians 13:11	Sasa, ndugu zangu, kwaherini! Muwe wakamilifu katika imani, mfarijiane, muwe na umoja, muishi kwa amani. Naye Mungu wa upendo na amani atakuwa pamoja nanyi.
2 Corinthians 13:12	Msalimiane kwa upendo wa Kristo. Waamini wote wa hapa wanawasalimu.
2 Corinthians 13:13	Neema ya Bwana Yesu Kristo, na upendo wa Mungu, na ushirika wa Roho Mtakatifu, ziwe nanyi nyote.
Galatians 1:1	Barua hii nimeandika mimi Paulo, ambaye ni mtume. Mimi sikutumwa na watu au kuagizwa na mtu yeyote, bali nilitumwa na Yesu Kristo mwenyewe na Baba Mungu ambaye alimfufua Yesu kutoka kwa wafu.
Galatians 1:2	Mimi na waamini wenzetu wote ambao wako pamoja na mimi hapa, tunawasalimia ninyi ambao mko katika makanisa katika mkoa wa Galatia.
Galatians 1:3	Neema na amani kutoka kwa Mungu Baba yetu, na kwa Bwana Yesu Kristo, ziwe nanyi.
Galatians 1:4	Kristo alitoa maisha yake, kwa ajili ya kuondoa dhambi zetu, ili atuokoe kutoka katika maovu yote ya dunia hii ya wakati huu. Alifanya hivyo kulingana na jinsi ambavyo Mungu Baba yetu alikusudia.
Galatians 1:5	Mungu atukuzwe milele na milele. Amina.
Galatians 1:6	Mimi ninashangaa sana! Ni muda mfupi tu umepita, na upesi mnamwacha Mungu ambaye aliwaita kwa neema ya Kristo, na mmeanza kufuata mafundisho mengine ambayo watu wengine huyaita kwamba, ni Habari Njema.
Galatians 1:7	Ukweli ni kwamba hakuna Habari Njema nyingine. Lakini wapo watu ambao wanawavuruga na wanataka kugeuza Habari Njema ya Kristo.
Galatians 1:8	Mtu yeyote, hata ingekuwa sisi mitume wenyewe au malaika kutoka katika mbingu, kama angewahubiria habari ambayo haiendani na ile ambayo sisi tuliwahubiria, mtu huyo alaaniwe na Mungu!
Galatians 1:9	Ninarudia kuwaambia, kama ambavyo niliwaambia mwanzoni kwamba, kama mtu anawahubiria habari nyingine, ambayo haiendani na ile ambayo mlipokea, mtu huyo alaaniwe na Mungu!
Galatians 1:10	Je, mnafikiri kwamba ninatafuta kukubaliwa na watu? Hapana, mimi ninatafuta kukubaliwa na Mungu peke yake. Au je mnafikiri kwamba ninatafuta kupendeza watu? Kama ningekuwa ninatafuta kupendeza watu, nisingekuwa mtumishi wa Kristo.
Galatians 1:11	Ndugu zangu, ninataka mjue kwamba, Habari Njema ambayo mimi niliwahubiria haikutoka kwa watu.
Galatians 1:12	Habari hiyo sikupewa na mtu yeyote, wala sikufundishwa na mtu yeyote. Lakini Yesu Kristo mwenyewe ndiye alinifunulia.
Galatians 1:13	Ninyi mmeshasikia jinsi ambavyo nilikuwa wakati ambao nilikuwa ninashika desturi zangu za Kiyahudi. Mnajua ambavyo nilitesa sana watu ambao wanamwamini Yesu, na kutaka kuliangamiza kabisa.
Galatians 1:14	Nilizidi wenzangu wengi wa rika langu kwa kupigania desturi zetu za Kiyahudi. Nilijitahidi sana kushika mapokeo ya baba zetu.
Galatians 1:15	Lakini Mungu alinichagua wakati bado sijazaliwa, akaniita kwa neema yake.
Galatians 1:16	Alipendezwa kunifunulia jinsi Mwana wake alivyo, ili nitangaze Habari Njema ya Mwana wake kwa watu ambao si Wayahudi. Wakati huo sikutafuta watu wa kunishauri ambacho nitafanya.
Galatians 1:17	Sikupanda Yerusalemu kwa wale ambao walinitangulia kuwa mitume. Bali ambacho nilifanya ni kwenda mara moja katika nchi ya Arabia. Kisha, baada ya muda fulani, nikarudi tena katika mji wa Damasko.
Galatians 1:18	Ambapo ilipita miaka mitatu, nikaenda Yerusalemu, nikutane huko na Petro. Nikakaa kwake siku kumi na tano,
Galatians 1:19	lakini sikuonana na mitume wengine, ila Yakobo tu, ndugu yake Bwana Yesu.
Galatians 1:20	Mungu anajua kwamba, mambo ambayo ninasimulia ni ya kweli, si ya uongo!
Galatians 1:21	Basi, baadaye nikaenda katika mkoa wa Siria na wa Kilikia.
Galatians 1:22	Wakati huo, mimi nilikuwa bado kujulikana na watu ambao wanamwamini Kristo katika makanisa ambayo yapo katika mkoa wa Yudea.
Galatians 1:23	Walisikia tu habari zangu, kwamba, “Mtu ambaye alikuwa anatutesa mwanzoni hapo, siku hizi anahubiri habari za imani hizohizo ambazo alitaka kuziangamiza!”
Galatians 1:24	Basi, wakamsifu Mungu kwa ajili ya ambayo alikuwa amenifanyia.
Galatians 2:1	Ambapo ilipita miaka kumi na nne, nikapanda tena kwenda Yerusalemu pamoja na Barnaba, na katika safari hii nikamchukua Tito, tukaongozana naye.
Galatians 2:2	Nilienda kwa wakati huo kwa sababu Mungu alikuwa amenifunulia kwamba niende. Ambapo tulifika, tukakutana na viongozi wa kanisa kwa faragha. Nikaeleza viongozi hao Habari Njema ambayo nilikuwa ninawahubiria watu ambao si Wayahudi. Niliamua kuwashirikisha jambo hilo, ili kazi ambayo nilikuwa ninafanya na ambayo ninaendelea kufanya, isikataliwe kwamba ni ya bure.
Galatians 2:3	Wakakubaliana na mimi. Naye Tito hakulazimishwa kufuata desturi za Kiyahudi za kutahiriwa, ingawa hakuwa Muyahudi.
Galatians 2:4	Walikuwepo waamini wengine wa uongo ambao walikuwa wanataka kwamba atahiriwe, lakini walijiingiza kwa ujanja kupeleleza uhuru wetu ambao tulipewa na Kristo Yesu. Kusudi lao lilikuwa ni kutufanya tuwe watumwa wa sheria za Musa.
Galatians 2:5	Sisi hatukukubaliana nao hata kidogo, ili ukweli wa Habari Njema ubaki na ninyi siku zote.
Galatians 2:6	Lakini viongozi wale wa kanisa ambao wanaheshimiwa sana na watu, hawakuwa na jambo lolote jipya la kuniambia. Ni kweli waliheshimiwa sana, lakini kwangu mimi hiyo si jambo, kwa sababu Mungu hajali cheo cha mtu.
Galatians 2:7	Walitambua kwamba, Mungu alinituma mimi nihubiri Habari Njema ya Yesu kwa watu ambao si Wayahudi, kama ambavyo alituma Petro ahubiri kwa Wayahudi.
Galatians 2:8	Mungu ambaye alimfanya Petro kuwa mtume wake kwa Wayahudi, ndiye huyo huyo ambaye alinifanya mimi kuwa mtume wake kwa watu wasio Wayahudi.
Galatians 2:9	Basi, Yakobo, Petro na Yohana, ambao walikuwa viongozi wa kwanza, wakatambua kwamba Mungu ndiye alinipa baraka ya kufanya kazi hii. Kwa hiyo, wakaunga mkono mimi na Barnaba kama ishara ya ushirikiano wetu. Tulikubaliana kwamba sisi twende kufanya kazi kwa watu ambao si Wayahudi, na wao wafanye kazi kwa Wayahudi.
Galatians 2:10	Viongozi hao walituomba jambo moja tu kwamba, tuwe tunakumbuka maskini. Na mimi nimekuwa ninajitahidi sana kufanya jambo hilo.
Galatians 2:11	Basi, ambapo Petro akiwa Antiokia, siku moja nikampinga mbele ya watu wote, kwa sababu alikuwa amekosea.
